No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,
5277,2013,10,6,20,159,174,15,64,2800,15,15.4,1017.3,14.9,0,0.6,HIGH
5278,2013,10,6,21,158,184,12,60,3200,15,15.2,1017.3,14.9,0,0.7,HIGH
5279,2013,10,6,22,160,172,14,56,3200,15,14.9,1017.2,14.7,0,0.8,HIGH
5280,2013,10,6,23,160,171,12,53,3300,15,14.7,1017.2,14.5,0,0.8,HIGH
5281,2013,10,7,0,155,166,10,49,3300,15,14.5,1017.2,14.3,0,0.4,HIGH
5282,2013,10,7,1,148,159,11,46,3000,14,14.2,1017.1,14,0,1,HIGH
5283,2013,10,7,2,140,144,9,41,2800,15,13.9,1016.8,13.7,0,1,HIGH
5284,2013,10,7,3,164,144,8,37,2600,14,13.7,1017,13.5,0,0.9,HIGH
5285,2013,10,7,4,159,123,8,36,2200,14,14.1,1017.6,13.9,0,1.4,HIGH
5286,2013,10,7,5,152,121,8,33,2300,14,13.8,1017.9,13.5,0,1.2,HIGH
5287,2013,10,7,6,146,114,9,32,2200,14,14,1018.3,13.7,0,1.2,HIGH
5288,2013,10,7,7,118,118,8,30,2200,14,16.2,1019.2,15.1,0,1.5,HIGH
5289,2013,10,7,8,134,150,12,30,2100,15,18.5,1019.6,12.3,0,1.8,HIGH
5290,2013,10,7,9,134,150,12,30,1500,21,21.2,1019.9,7.8,0,2.6,HIGH
5291,2013,10,7,10,55,55,12,23,900,27,22.2,1019.8,8.3,0,3,MEDIUM
5292,2013,10,7,11,11,54,8,20,600,41,23.2,1019.5,5.6,0,4,LOW
5293,2013,10,7,12,21,41,8,17,600,63,24.3,1018.6,4.6,0,2.6,LOW
5294,2013,10,7,13,10,23,6,17,500,72,24.7,1017.8,3.3,0,3.3,LOW
5295,2013,10,7,14,21,23,3,18,400,73,24.6,1017.9,2.7,0,3.2,LOW
5296,2013,10,7,15,3,10,3,21,400,69,24.4,1017.8,3.6,0,2,LOW
5297,2013,10,7,16,3,6,3,18,300,71,23.2,1017.8,4.2,0,1,LOW
5298,2013,10,7,17,11,12,3,17,300,68,19,1017.9,8.3,0,0.4,LOW
5299,2013,10,7,18,23,34,3,24,500,53,18.8,1018.5,9.3,0,0.7,MEDIUM
5300,2013,10,7,19,36,50,3,36,700,30,18.9,1018.3,3.9,0,1.9,MEDIUM
5301,2013,10,7,20,35,55,4,44,800,18,19.5,1019.6,10.8,0,1.7,MEDIUM
5302,2013,10,7,21,44,136,7,47,900,22,19.1,1020.7,11.4,0,0.4,MEDIUM
5303,2013,10,7,22,86,175,12,35,1000,54,18.1,1020.9,12.8,0,1.5,MEDIUM
5304,2013,10,7,23,74,106,12,29,800,55,17.6,1020.5,13.3,0,1.6,MEDIUM
5305,2013,10,8,0,61,100,11,36,800,41,17,1020.5,14.3,0,1,MEDIUM
5306,2013,10,8,1,74,132,8,45,900,20,16.9,1019.9,13.4,0,1.1,MEDIUM
5307,2013,10,8,2,64,132,10,35,700,30,16.1,1019.3,12.5,0,1.2,MEDIUM
5308,2013,10,8,3,16,21,10,20,500,48,15.5,1019.4,13.2,0,0.5,LOW
5309,2013,10,8,4,32,37,9,22,600,40,15.2,1019.2,13.2,0,1.2,MEDIUM
5310,2013,10,8,5,37,41,8,24,700,32,14.1,1019.6,12,0,0.8,MEDIUM
5311,2013,10,8,6,56,90,6,33,900,13,14.4,1019.5,10.4,0,0.7,MEDIUM
5312,2013,10,8,7,62,73,6,32,1000,13,14.9,1019.6,10.9,0,1.3,MEDIUM
5313,2013,10,8,8,49,63,6,29,900,14,17.1,1019.5,10.5,0,0.9,MEDIUM
5314,2013,10,8,9,55,61,7,31,900,14,18.6,1018.8,8.3,0,1,MEDIUM
5315,2013,10,8,10,20,32,45,31,1900,23,19.4,1017.8,7.5,0,2.7,LOW
5316,2013,10,8,11,74,106,57,34,1900,33,20.4,1016.7,7.7,0,1.4,MEDIUM
5317,2013,10,8,12,74,106,48,65,1600,46,20.9,1015,7.1,0,2.8,MEDIUM
5318,2013,10,8,13,NA,91,39,44,1400,73,21.8,1013.8,7.6,0,1.8,HIGH
5319,2013,10,8,14,37,83,39,37,1300,90,22.1,1012.9,7.5,0,3,MEDIUM
5320,2013,10,8,15,56,78,39,33,1300,97,21.9,1012.1,8.4,0,1.5,MEDIUM
5321,2013,10,8,16,56,78,39,33,1000,108,20.9,1011.3,10.4,0,2.3,MEDIUM
5322,2013,10,8,17,61,105,19,35,1000,99,19.8,1011.1,10.8,0,1.5,MEDIUM
5323,2013,10,8,18,65,97,17,42,1000,93,18.3,1011,10.4,0,0.7,MEDIUM
5324,2013,10,8,19,74,104,14,54,1100,71,17.3,1011.1,11.1,0,0.8,MEDIUM
5325,2013,10,8,20,87,122,11,79,1200,35,17.5,1011,10.1,0,1.2,MEDIUM
5326,2013,10,8,21,87,87,12,69,1100,32,15.9,1010.9,11.3,0,1.2,MEDIUM
5327,2013,10,8,22,72,82,13,60,1000,33,16.9,1010.3,9.6,0,1.8,MEDIUM
5328,2013,10,8,23,87,102,16,69,1100,12,16,1010,9.9,0,1.4,MEDIUM
5329,2013,10,9,0,97,123,18,50,1100,15,15.2,1009.6,10.4,0,0.5,MEDIUM
5330,2013,10,9,1,94,110,14,44,1200,11,13.1,1009.3,11.5,0,0.9,MEDIUM
5331,2013,10,9,2,85,97,12,42,1200,4,12.3,1008.7,11.2,0,0.8,MEDIUM
5332,2013,10,9,3,79,90,10,42,1100,1,12,1008.4,11.2,0,1.1,MEDIUM
5333,2013,10,9,4,88,98,9,42,1200,1,12.2,1008.6,11.3,0,0.7,MEDIUM
5334,2013,10,9,5,83,106,9,39,1300,1,11.8,1008.7,11.2,0,1,MEDIUM
5335,2013,10,9,6,78,100,8,35,1400,1,12.8,1008.9,11.9,0,1,MEDIUM
5336,2013,10,9,7,79,128,9,32,1600,1,13.3,1009.2,12,0,1,MEDIUM
5337,2013,10,9,8,85,110,10,31,2000,1,13.9,1009.2,12.1,0,1.3,MEDIUM
5338,2013,10,9,9,94,121,11,34,2200,1,14.6,1008.8,12.5,0,1,MEDIUM
5339,2013,10,9,10,108,166,12,37,2200,1,15.3,1008.3,12.2,0,1.2,MEDIUM
5340,2013,10,9,11,116,155,14,39,1900,1,16.3,1007.5,12.8,0,1.5,HIGH
5341,2013,10,9,12,119,141,16,39,1500,4,17.8,1006.6,12.9,0,1.1,HIGH
5342,2013,10,9,13,127,161,23,41,1400,16,19,1005.6,13.4,0,1,HIGH
5343,2013,10,9,14,154,192,25,48,1600,27,19.9,1005.3,13.6,0,1,HIGH
5344,2013,10,9,15,195,241,25,55,1700,43,19.9,1005.3,13.6,0,1.2,HIGH
5345,2013,10,9,16,190,223,26,52,1600,55,19.1,1004.9,13.7,0,1.5,HIGH
5346,2013,10,9,17,191,218,23,52,1600,41,17.6,1005.2,13.3,0,1.6,HIGH
5347,2013,10,9,18,183,193,18,58,1600,18,16.7,1005.4,13.2,0,0.9,HIGH
5348,2013,10,9,19,168,186,16,61,1700,6,15.3,1005.3,13.3,0,0.8,HIGH
5349,2013,10,9,20,168,186,16,61,1800,1,14.9,1005.2,13.4,0,1,HIGH
5350,2013,10,9,21,187,210,15,62,1800,1,14.5,1004.6,13,0,0.6,HIGH
5351,2013,10,9,22,223,225,13,58,2000,1,14.5,1004.3,13.4,0,0.1,HIGH
5352,2013,10,9,23,235,241,11,53,2100,1,16.5,1005.4,13.8,0,1.5,HIGH
5353,2013,10,10,0,221,252,15,50,2000,1,15.4,1003.9,13.6,0,1.7,HIGH
5354,2013,10,10,1,182,190,17,41,1700,1,14.2,1002.6,13.2,0,1,HIGH
5355,2013,10,10,2,174,186,16,40,1700,1,14.2,1002.9,13.6,0,1.1,HIGH
5356,2013,10,10,3,169,187,15,38,1800,1,13.9,1002.6,13.3,0,0.8,HIGH
5357,2013,10,10,4,171,173,18,39,1900,1,13.5,1003.3,13,0,0.7,HIGH
5358,2013,10,10,5,193,173,14,37,1800,1,13.6,1003.6,13.1,0,0.7,HIGH
5359,2013,10,10,6,188,157,18,33,1600,1,13.2,1003.7,12.9,0,1.1,HIGH
5360,2013,10,10,7,194,166,14,30,1800,1,15.2,1004.7,14.6,0,0.9,HIGH
5361,2013,10,10,8,192,203,14,29,1900,1,19.1,1005.6,10.6,0,2.8,HIGH
5362,2013,10,10,9,175,203,28,29,1600,10,20.6,1006.3,2.4,0,7.3,HIGH
5363,2013,10,10,10,40,30,10,NA,300,50,20.5,1006.7,2.8,0,5.8,MEDIUM
5364,2013,10,10,11,17,96,8,5,300,58,20.8,1007.4,2.1,0,6.1,LOW
5365,2013,10,10,12,13,92,7,16,300,61,19.9,1007.6,2.3,0,9.7,LOW
5366,2013,10,10,13,14,65,6,16,300,63,19.7,1008.4,2.1,0,8.9,LOW
5367,2013,10,10,14,18,79,5,17,300,62,20,1008.9,1.9,0,5.6,LOW
5368,2013,10,10,15,18,79,5,17,300,63,19.8,1009.2,1.2,0,7,LOW
5369,2013,10,10,16,9,20,6,20,300,65,19.5,1009.5,0,0,6.6,LOW
5370,2013,10,10,17,4,13,6,25,300,62,18.5,1010.8,-1.4,0,4.1,LOW
5371,2013,10,10,18,5,7,4,27,300,60,18.2,1011.4,-1.6,0,5.8,LOW
5372,2013,10,10,19,5,7,4,27,300,59,16.3,1011.5,0.4,0,0.9,LOW
5373,2013,10,10,20,7,8,5,29,300,50,12.3,1011.5,3.2,0,0.7,LOW
5374,2013,10,10,21,7,9,5,51,400,36,12.9,1011.7,0.6,0,1.3,LOW
5375,2013,10,10,22,3,7,5,75,500,13,11.2,1011.7,3,0,1.1,LOW
5376,2013,10,10,23,6,7,6,61,400,23,10.3,1011.3,3.6,0,0.7,LOW
5377,2013,10,11,0,6,15,7,62,400,18,9,1011.4,3.8,0,0.6,LOW
5378,2013,10,11,1,4,15,10,58,500,18,8.7,1011.3,3.9,0,0.8,LOW
5379,2013,10,11,2,6,13,13,67,500,10,7.6,1011.3,5.1,0,0.2,LOW
5380,2013,10,11,3,10,13,13,69,500,7,7.9,1011.3,5.9,0,0.9,LOW
5381,2013,10,11,4,21,40,20,80,700,1,7.6,1011.9,5.4,0,1.3,LOW
5382,2013,10,11,5,15,24,14,74,700,1,7.2,1012.2,5.7,0,0.4,LOW
5383,2013,10,11,6,14,18,14,73,600,1,7.8,1012.6,6.1,0,0.8,LOW
5384,2013,10,11,7,21,37,15,69,600,1,12.6,1013.1,6,0,1.2,LOW
5385,2013,10,11,8,23,79,16,67,900,1,16.1,1013,6.2,0,1.3,MEDIUM
5386,2013,10,11,9,43,63,22,74,1000,5,18.9,1012.8,1.4,0,2.9,MEDIUM
5387,2013,10,11,10,49,68,23,64,800,22,19.7,1012.2,1.6,0,3.9,MEDIUM
5388,2013,10,11,11,40,62,22,49,700,43,20.8,1011.2,2.1,0,4.8,MEDIUM
5389,2013,10,11,12,32,46,21,36,600,66,21.8,1010.2,3,0,1.8,MEDIUM
5390,2013,10,11,13,29,80,24,39,600,74,22.6,1009.5,3.2,0,2.1,MEDIUM
5391,2013,10,11,14,43,84,27,41,600,86,23,1009.1,3,0,2.6,MEDIUM
5392,2013,10,11,15,49,77,29,47,700,92,22.8,1008.9,3.3,0,1.8,MEDIUM
5393,2013,10,11,16,52,90,32,52,600,99,21.8,1009,4.4,0,0.6,MEDIUM
5394,2013,10,11,17,62,110,34,56,600,110,18.2,1010,7.9,0,0.6,MEDIUM
5395,2013,10,11,18,64,115,31,76,800,86,14.9,1010.6,7.7,0,0.8,MEDIUM
5396,2013,10,11,19,78,117,26,95,1000,53,13.7,1011.1,8.9,0,0.5,MEDIUM
5397,2013,10,11,20,100,161,25,150,1700,3,13.2,1011.8,9.6,0,0.6,MEDIUM
5398,2013,10,11,21,126,187,29,162,2000,2,13.4,1012.7,8,0,1.1,HIGH
5399,2013,10,11,22,156,243,32,155,2300,3,12,1013.3,9.6,0,1.2,HIGH
5400,2013,10,11,23,128,162,26,135,1500,1,12.5,1013.5,8.6,0,1.6,HIGH
5401,2013,10,12,0,92,99,20,124,1300,1,10.4,1013.8,8.7,0,0.6,MEDIUM
5402,2013,10,12,1,87,104,19,114,1300,1,10.2,1013.8,8.3,0,0.6,MEDIUM
5403,2013,10,12,2,72,77,11,104,1200,1,9.6,1013.8,8,0,1.1,MEDIUM
5404,2013,10,12,3,66,77,10,96,800,1,11.7,1014,7.4,0,0.9,MEDIUM
5405,2013,10,12,4,60,47,9,96,700,1,9.2,1014.5,7.5,0,0,MEDIUM
5406,2013,10,12,5,46,47,7,88,600,1,8.7,1015.1,7.3,0,0.8,MEDIUM
5407,2013,10,12,6,50,56,6,81,700,1,10.7,1015.4,7.2,0,1.2,MEDIUM
5408,2013,10,12,7,57,61,7,78,800,1,12.6,1016.3,7.1,0,1.8,MEDIUM
5409,2013,10,12,8,52,61,9,72,800,3,14.2,1016.5,7,0,1.4,MEDIUM
5410,2013,10,12,9,56,68,9,66,700,10,16.5,1016.5,5.7,0,1.7,MEDIUM
5411,2013,10,12,10,44,57,9,62,700,17,18.3,1015.9,6.5,0,1.9,MEDIUM
5412,2013,10,12,11,51,74,9,60,600,29,20.5,1015,6.1,0,1.8,MEDIUM
5413,2013,10,12,12,54,71,9,52,600,49,21.5,1014.2,5.4,0,1.8,MEDIUM
5414,2013,10,12,13,50,71,8,44,500,75,21.7,1013.4,5.1,0,1.8,MEDIUM
5415,2013,10,12,14,47,65,10,54,500,84,21.4,1012.8,6.5,0,1.9,MEDIUM
5416,2013,10,12,15,65,80,15,51,500,111,21.2,1012.7,7.4,0,0.6,MEDIUM
5417,2013,10,12,16,75,104,16,62,600,106,20.2,1012.3,6.9,0,1.5,MEDIUM
5418,2013,10,12,17,81,98,17,79,800,82,19,1012.7,9.2,0,0.9,MEDIUM
5419,2013,10,12,18,62,63,18,99,1000,39,18,1012.8,9.3,0,1.3,MEDIUM
5420,2013,10,12,19,61,76,20,108,1300,17,17.3,1013.5,10.7,0,0.1,MEDIUM
5421,2013,10,12,20,55,96,21,128,1500,1,17.1,1014.2,11.4,0,0,MEDIUM
5422,2013,10,12,21,76,129,20,149,1400,1,17,1014.6,10.4,0,0.6,MEDIUM
5423,2013,10,12,22,77,114,17,142,1300,1,18.1,1014.7,8.6,0,0.7,MEDIUM
5424,2013,10,12,23,90,111,24,130,1600,1,17.1,1014.3,9,0,1.1,MEDIUM
5425,2013,10,13,0,88,121,47,119,1800,1,16.5,1014.3,9.9,0,1.1,MEDIUM
5426,2013,10,13,1,81,128,52,119,2200,1,16.9,1014.4,8.1,0,1.4,MEDIUM
5427,2013,10,13,2,71,83,37,103,1500,1,16.6,1014.1,6.7,0,3.6,MEDIUM
5428,2013,10,13,3,44,83,24,79,1000,9,16,1014.3,7.5,0,2.4,MEDIUM
5429,2013,10,13,4,40,48,22,37,800,59,15.9,1014.6,7.6,0,1.3,MEDIUM
5430,2013,10,13,5,22,48,16,27,600,73,15.7,1015,7.7,0,1.5,MEDIUM
5431,2013,10,13,6,23,25,15,27,600,68,15.5,1015.2,8,0,1.2,MEDIUM
5432,2013,10,13,7,27,28,13,23,600,69,15.4,1015.8,8.6,0,1.3,MEDIUM
5433,2013,10,13,8,32,28,15,24,600,63,15.3,1016.1,8.3,0,1.1,MEDIUM
5434,2013,10,13,9,31,34,15,49,700,32,15.3,1016.1,8.8,0,1.3,MEDIUM
5435,2013,10,13,10,32,41,14,62,800,13,15.1,1016.1,9.2,0,0.7,MEDIUM
5436,2013,10,13,11,34,46,15,64,800,13,14.9,1015.6,9.3,0,1.6,MEDIUM
5437,2013,10,13,12,36,43,14,49,600,34,15.2,1014.7,9.8,0,1,MEDIUM
5438,2013,10,13,13,52,52,13,52,600,33,15.2,1014.4,10.4,0,0.6,MEDIUM
5439,2013,10,13,14,46,53,13,59,600,31,15.1,1014.3,11.5,0,1.1,MEDIUM
5440,2013,10,13,15,46,53,13,59,600,27,14.9,1013.9,11.5,0,1.2,MEDIUM
5441,2013,10,13,16,53,59,9,74,700,16,14.9,1013.7,10.7,0,0.7,MEDIUM
5442,2013,10,13,17,67,59,9,78,800,11,14.7,1014.3,10.7,0,0.8,MEDIUM
5443,2013,10,13,18,52,54,10,81,800,8,14.6,1014.6,11.7,0,0,MEDIUM
5444,2013,10,13,19,60,54,9,58,700,21,14.1,1014.8,11.8,0,0.5,MEDIUM
5445,2013,10,13,20,46,32,7,46,600,27,14,1015.4,12,0,0.5,MEDIUM
5446,2013,10,13,21,49,26,7,53,700,21,14,1015.8,12.2,0,0.6,MEDIUM
5447,2013,10,13,22,39,43,7,69,700,7,13.9,1016.3,12.3,0,0.9,MEDIUM
5448,2013,10,13,23,47,51,8,80,900,1,13.8,1015.8,12.9,0.1,1.1,MEDIUM
5449,2013,10,14,0,59,77,7,77,1100,1,13.7,1015.9,12.9,0,0.4,MEDIUM
5450,2013,10,14,1,57,68,8,77,1300,1,13.5,1015.9,12.9,0,0.6,MEDIUM
5451,2013,10,14,2,67,74,9,79,1200,1,13.4,1016.5,12.6,0.1,0.7,MEDIUM
5452,2013,10,14,3,90,91,10,79,1300,1,13.4,1016.9,12.5,0,1,MEDIUM
5453,2013,10,14,4,93,111,12,74,1400,1,13.4,1017.1,12.5,0.1,0.5,MEDIUM
5454,2013,10,14,5,87,91,10,68,1300,1,13.2,1017.9,12.3,0,0.9,MEDIUM
5455,2013,10,14,6,73,75,9,73,1200,1,14.9,1019,10.1,0,1.4,MEDIUM
5456,2013,10,14,7,62,75,8,64,900,1,14.9,1020.4,8.8,0,2.4,MEDIUM
5457,2013,10,14,8,31,31,8,50,600,3,14.9,1022,3.1,0,3.1,MEDIUM
5458,2013,10,14,9,20,20,5,37,400,16,15,1022.5,-1.2,0,4.3,LOW
5459,2013,10,14,10,16,2,4,34,300,21,14.6,1023.5,-2.8,0,5.4,LOW
5460,2013,10,14,11,11,2,4,25,300,34,14.4,1023.8,-2.1,0,3.4,LOW
5461,2013,10,14,12,10,23,2,21,200,39,14.2,1023.7,-3.2,0,3.9,LOW
5462,2013,10,14,13,6,16,1,20,200,42,14,1024,-3.3,0,4.1,LOW
5463,2013,10,14,14,4,6,1,19,200,48,13.7,1024.6,-4,0,3,LOW
5464,2013,10,14,15,6,8,2,23,200,47,13.8,1024.8,-4,0,4.2,LOW
5465,2013,10,14,16,3,6,2,24,200,46,13.4,1025.2,-3.9,0,2.3,LOW
5466,2013,10,14,17,5,10,2,27,200,43,11.2,1025.7,-1.6,0,1.2,LOW
5467,2013,10,14,18,12,15,2,36,300,32,8.4,1026.7,-0.1,0,0.7,LOW
5468,2013,10,14,19,17,24,3,59,500,10,6.3,1027.3,-0.5,0,0,LOW
5469,2013,10,14,20,13,14,3,59,500,11,5.7,1028.6,0.5,0,0.8,LOW
5470,2013,10,14,21,21,32,4,55,500,11,5.4,1029.3,1.1,0,1.3,LOW
5471,2013,10,14,22,22,36,7,75,1000,1,6.7,1029.5,-3.8,0,1.4,MEDIUM
5472,2013,10,14,23,23,36,6,70,600,1,4.5,1029.5,-0.5,0,0.7,MEDIUM
5473,2013,10,15,0,18,23,6,64,400,2,3.5,1029.7,0.9,0,0.9,LOW
5474,2013,10,15,1,11,14,5,68,500,1,2.9,1029.7,0.5,0,0.6,LOW
5475,2013,10,15,2,16,14,3,63,400,5,2.1,1029.3,-0.2,0,0.5,LOW
5476,2013,10,15,3,3,3,1,28,200,34,1.7,1029.2,-0.9,0,0.8,LOW
5477,2013,10,15,4,3,6,2,28,200,8,5.4,1029.3,-7.1,0,1.6,LOW
5478,2013,10,15,5,3,6,2,24,200,21,3.4,1029.5,-3.4,0,0.8,LOW
5479,2013,10,15,6,3,9,3,25,300,18,2.7,1029.6,-2.2,0,0.9,LOW
5480,2013,10,15,7,6,16,3,24,300,16,9.1,1029.9,-3.8,0,1.9,LOW
5481,2013,10,15,8,11,16,4,26,400,15,10.8,1030,-7,0,1.8,LOW
5482,2013,10,15,9,13,30,8,20,500,24,12.3,1029.1,-7.2,0,2.9,LOW
5483,2013,10,15,10,8,35,10,16,500,30,13.8,1028.4,-7,0,2.3,LOW
5484,2013,10,15,11,3,35,11,7,400,42,14.6,1027.1,-7.5,0,1.5,LOW
5485,2013,10,15,12,7,12,10,5,300,48,15.4,1025.5,-9.6,0,1.2,LOW
5486,2013,10,15,13,7,8,8,7,300,51,16.4,1024.5,-7.3,0,1.5,LOW
5487,2013,10,15,14,3,10,6,8,300,54,17,1023.7,-8.3,0,1.5,LOW
5488,2013,10,15,15,21,10,5,10,300,54,16.8,1023.3,-7,0,2.7,LOW
5489,2013,10,15,16,18,23,5,20,400,47,15.1,1023.1,-5.4,0,2.5,LOW
5490,2013,10,15,17,28,49,5,34,400,51,13.3,1023,-3.9,0,1.5,MEDIUM
5491,2013,10,15,18,31,43,5,41,500,37,12.6,1023.2,-4.1,0,1.7,MEDIUM
5492,2013,10,15,19,31,42,6,52,600,17,12.1,1023.4,-3.7,0,2.4,MEDIUM
5493,2013,10,15,20,40,50,8,65,700,7,11.1,1023.5,-2.7,0,1.5,MEDIUM
5494,2013,10,15,21,54,58,13,72,700,3,10.9,1023.7,-1.9,0,1.7,MEDIUM
5495,2013,10,15,22,53,64,20,71,800,2,7.8,1023.4,0,0,0.9,MEDIUM
5496,2013,10,15,23,55,67,14,59,800,5,5.7,1023.3,1,0,1.3,MEDIUM
5497,2013,10,16,0,56,81,11,63,1000,1,4.5,1023.4,2.2,0,0.8,MEDIUM
5498,2013,10,16,1,59,75,11,67,1100,1,4.3,1023.4,1.8,0,0.9,MEDIUM
5499,2013,10,16,2,54,76,12,59,900,1,3.2,1023.3,1.4,0,0.4,MEDIUM
5500,2013,10,16,3,66,90,14,53,1000,1,3.4,1023.2,1.4,0,0.9,MEDIUM
5501,2013,10,16,4,66,86,13,56,900,1,4.2,1023,0.7,0,0.6,MEDIUM
5502,2013,10,16,5,51,86,9,45,700,1,2.5,1023.1,0.7,0,0.5,MEDIUM
5503,2013,10,16,6,38,40,9,38,700,1,3.2,1023.2,1.9,0,1,MEDIUM
5504,2013,10,16,7,32,43,8,34,700,1,8.6,1023.4,-1.3,0,1.9,MEDIUM
5505,2013,10,16,8,44,80,10,37,1000,1,10.9,1023.4,-1.2,0,0.9,MEDIUM
5506,2013,10,16,9,57,64,14,50,1000,1,13.6,1023,-1.6,0,0.7,MEDIUM
5507,2013,10,16,10,39,55,19,46,900,6,15.9,1022.4,-4.1,0,1.6,MEDIUM
5508,2013,10,16,11,43,48,22,52,900,11,17.5,1021.3,-2.8,0,1.3,MEDIUM
5509,2013,10,16,12,40,67,18,60,900,15,19.3,1020.2,-2.4,0,1.9,MEDIUM
5510,2013,10,16,13,46,67,10,63,800,29,19.9,1019.5,-4.4,0,1.1,MEDIUM
5511,2013,10,16,14,26,29,9,38,600,53,20.7,1019.1,-4.5,0,2.3,MEDIUM
5512,2013,10,16,15,36,39,9,34,500,65,20.5,1018.9,-2.6,0,1.9,MEDIUM
5513,2013,10,16,16,26,36,9,27,500,61,18.6,1019,-3.6,0,1.5,MEDIUM
5514,2013,10,16,17,27,29,7,33,500,58,15.5,1019.3,-2.5,0,1.6,MEDIUM
5515,2013,10,16,18,28,44,8,61,600,30,16,1019.9,0.1,0,1.8,MEDIUM
5516,2013,10,16,19,62,104,11,68,900,30,14,1020.3,1.9,0,0.6,MEDIUM
5517,2013,10,16,20,95,123,14,82,1200,14,11.9,1020.5,2.6,0,1.1,MEDIUM
5518,2013,10,16,21,92,93,16,88,1400,2,10.1,1021.2,2.9,0,1.1,MEDIUM
5519,2013,10,16,22,101,120,20,84,1400,1,9.2,1021.4,4.6,0,0.9,MEDIUM
5520,2013,10,16,23,126,152,30,85,1600,1,8.6,1021.4,6.2,0,0,HIGH
5521,2013,10,17,0,149,158,42,86,2000,1,7.6,1021.5,5.7,0,0.5,HIGH
5522,2013,10,17,1,167,172,44,88,2200,1,8.1,1021.8,6.2,0,1.5,HIGH
5523,2013,10,17,2,180,183,37,92,2200,1,6.7,1021.8,5.5,0,1,HIGH
5524,2013,10,17,3,180,183,37,92,2300,1,6.4,1022,5,0,0.6,HIGH
5525,2013,10,17,4,165,204,25,71,2300,1,5.9,1022.5,4.7,0,0.9,HIGH
5526,2013,10,17,5,162,201,24,64,2100,1,5.1,1023,4.2,0,0.9,HIGH
5527,2013,10,17,6,153,177,22,58,2000,1,5,1023.5,4.3,0,0.8,HIGH
5528,2013,10,17,7,134,157,19,53,1900,1,7.7,1024.2,5.5,0,1,HIGH
5529,2013,10,17,8,118,165,19,52,1700,1,9.9,1024.4,5.9,0,1,HIGH
5530,2013,10,17,9,112,147,23,61,1800,1,12,1024.2,6.1,0,1.8,MEDIUM
5531,2013,10,17,10,125,181,26,80,1900,1,13.9,1024,6.7,0,1.6,HIGH
5532,2013,10,17,11,154,210,35,98,1900,4,15.8,1023.2,6.8,0,1.1,HIGH
5533,2013,10,17,12,205,259,39,125,2100,7.2828,17.1,1022.1,3,0,1.5,HIGH
5534,2013,10,17,13,199,259,52,92,1400,39,17.8,1021.4,1.7,0,2.9,HIGH
5535,2013,10,17,14,162,107,53,38,1100,73,18.5,1021,1.9,0,2.3,HIGH
5536,2013,10,17,15,141,96,46,36,1000,68,17.8,1020.7,2.1,0,2,HIGH
5537,2013,10,17,16,99,52,37,30,NA,72.1854,16.8,1020.6,3.1,0,1.5,MEDIUM
5538,2013,10,17,17,100,144,45,48,1000,66,14.9,1021,3.7,0,0.8,MEDIUM
5539,2013,10,17,18,139,146,39,66,1100,50,11.5,1021.6,4.2,0,0.6,HIGH
5540,2013,10,17,19,167,146,35,99,1300,19,9.9,1021.6,5.3,0,0.5,HIGH
5541,2013,10,17,20,165,128,37,111,1400,9.639,9.3,1021.8,6.9,0,1,HIGH
5542,2013,10,17,21,146,159,41,123,1700,1,8.5,1021.9,6.8,0,0,HIGH
5543,2013,10,17,22,164,174,40,118,1900,1,7.9,1021.8,6.4,0,0.8,HIGH
5544,2013,10,17,23,192,174,34,109,1800,1,7.6,1021.8,6.4,0,1.2,HIGH
5545,2013,10,18,0,195,157,33,105,2000,1,6.9,1021.9,5.7,0,0.9,HIGH
5546,2013,10,18,1,172,180,42,97,1900,1,7.1,1021.8,5.6,0,1,HIGH
5547,2013,10,18,2,180,205,31,93,2100,1,6.4,1021.4,5.3,0,0.8,HIGH
5548,2013,10,18,3,216,218,33,92,2300,1,6.2,1021.4,5.3,0,1.1,HIGH
5549,2013,10,18,4,222,226,34,92,2400,2,6.6,1021.7,5.7,0,1,HIGH
5550,2013,10,18,5,220,237,36,93,2600,2,5.7,1021.8,5,0,0.9,HIGH
5551,2013,10,18,6,230,248,29,85,2600,1,5.7,1022.4,5.1,0,1.1,HIGH
5552,2013,10,18,7,231,248,25,75,2600,1,7.7,1023.2,6.9,0,0.9,HIGH
5553,2013,10,18,8,214,251,26,76,2600,1,9.8,1023.1,7,0,1.3,HIGH
5554,2013,10,18,9,217,224,41,93,2800,1,11.3,1022.2,7.2,0,1.4,HIGH
5555,2013,10,18,10,194,225,62,107,2800,2,13,1021.8,6.6,0,1.1,HIGH
5556,2013,10,18,11,224,251,72.5,109,2900,6,14.6,1021.2,6.7,0,1.9,HIGH
5557,2013,10,18,12,224,251,72.5,109,2500,11,15.9,1020.3,7.6,0,2,HIGH
5558,2013,10,18,13,208,246,83,114,2400,17,17,1019.6,5.6,0,1.5,HIGH
5559,2013,10,18,14,229,245,77,127,2400,18,17.6,1019.2,4.9,0,1.3,HIGH
5560,2013,10,18,15,246,199,80,117,2000,42,17.4,1019.2,5.7,0,1.3,HIGH
5561,2013,10,18,16,213,213,74,109,NA,53.9784,16.4,1019.1,6.5,0,0.7,HIGH
