No,year,month,day,hour,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
8235,2014,2,7,2,1200,22,-1.4,1023.3,-4.9,0,S,1.4,Aotizhongxin
8236,2014,2,7,3,1200,22,-1.3,1022.7,-5.2,0,S,1,Aotizhongxin
8237,2014,2,7,4,1400,6,-1.5,1022.4,-5,0,S,1.4,Aotizhongxin
8238,2014,2,7,5,1300,4,-2.5,1022.2,-4.7,0.1,S,1.2,Aotizhongxin
8239,2014,2,7,6,1400,2,-3,1022.7,-4.6,0.3,S,1.5,Aotizhongxin
8240,2014,2,7,7,1300,6,-3.5,1022.7,-4.9,0.4,SSE,2,Aotizhongxin
8241,2014,2,7,8,1600,3,-3.5,1022.6,-5.2,0.2,SSW,1.1,Aotizhongxin
8242,2014,2,7,9,1500,5,-3.3,1022.7,-4.6,0.9,S,1,Aotizhongxin
8243,2014,2,7,10,1500,8,-2.7,1022.2,-4.4,0.6,S,1.1,Aotizhongxin
8244,2014,2,7,11,1500,8,-2.4,1021.2,-4.7,0.4,SSE,1.4,Aotizhongxin
8245,2014,2,7,12,1400,16,-2.5,1020.1,-5,0.1,S,2,Aotizhongxin
8246,2014,2,7,13,1000,26,-2.4,1019.2,-4.6,0.2,ESE,0.9,Aotizhongxin
8247,2014,2,7,14,1000,26,-2.2,1018.6,-4.4,0.1,SSE,0.8,Aotizhongxin
8248,2014,2,7,15,1000,33,-2.5,1018.3,-4.2,0.1,S,0.9,Aotizhongxin
8249,2014,2,7,16,1000,29,-2.8,1018.4,-4.2,0.1,SW,1.1,Aotizhongxin
8250,2014,2,7,17,1100,21,-2.8,1018.6,-3.8,0.3,WNW,0.9,Aotizhongxin
8251,2014,2,7,18,1200,16,-2.8,1018.5,-3.6,0.2,N,1.2,Aotizhongxin
8252,2014,2,7,19,1300,10,-3,1018.5,-4,0,NNW,1.4,Aotizhongxin
8253,2014,2,7,20,1300,4,-3.1,1018.6,-4.2,0,NNE,0.6,Aotizhongxin
8254,2014,2,7,21,1400,2,-3.2,1018.5,-4.3,0,N,0.7,Aotizhongxin
8255,2014,2,7,22,1300,3,-3.1,1018.6,-4.2,0.1,NNW,0.5,Aotizhongxin
8256,2014,2,7,23,1400,5,-3.1,1018.7,-4.1,0,E,0.9,Aotizhongxin
8257,2014,2,8,0,1300,13,-2.9,1018.6,-3.9,0.2,WSW,1.3,Aotizhongxin
8258,2014,2,8,1,1200,16,-3.3,1018.9,-4.1,0,N,1.3,Aotizhongxin
8259,2014,2,8,2,1100,15,-3.4,1019,-4.2,0.3,N,1.5,Aotizhongxin
8260,2014,2,8,3,1700,5,-3.5,1018.6,-4.3,0,ENE,1,Aotizhongxin
8261,2014,2,8,4,1800,1,-4.1,1018.5,-4.9,0,NNE,1,Aotizhongxin
8262,2014,2,8,5,2300,1,-4,1018.5,-5,0,NNE,0.9,Aotizhongxin
8263,2014,2,8,6,2300,1,-4.4,1019.4,-5.4,0,ENE,1.1,Aotizhongxin
8264,2014,2,8,7,2300,1,-4.7,1020.3,-5.5,0,NE,0.2,Aotizhongxin
8265,2014,2,8,8,2100,1,-2.9,1020.9,-6.2,0,N,2.2,Aotizhongxin
8266,2014,2,8,9,2100,2,-0.3,1021.6,-10,0,NE,2.2,Aotizhongxin
8267,2014,2,8,10,1500,22,0.9,1021.6,-12.5,0,N,3.6,Aotizhongxin
8268,2014,2,8,11,600,50,0.7,1021,-13.4,0,N,5.2,Aotizhongxin
8269,2014,2,8,12,500,61,1.2,1021.1,-12.6,0,NNW,3,Aotizhongxin
8270,2014,2,8,13,500,62,1.3,1021,-13.2,0,NW,3.5,Aotizhongxin
8271,2014,2,8,14,500,61.33333333,1.7,1021.2,-12.9,0,N,4,Aotizhongxin
8272,2014,2,8,15,466.6666667,51,1.2,1021.9,-13.3,0,NNW,2.9,Aotizhongxin
8273,2014,2,8,16,400,63.66666667,-0.2,1022.6,-14.6,0,NNW,4.4,Aotizhongxin
8274,2014,2,8,17,400,49.33333333,-1.5,1023.6,-16.1,0,N,4.3,Aotizhongxin
8275,2014,2,8,18,300,66,-2.7,1025.5,-16.8,0,N,4.2,Aotizhongxin
8276,2014,2,8,19,400,63,-3.8,1027,-17.4,0,N,3.2,Aotizhongxin
8277,2014,2,8,20,400,64,-5.3,1028,-19.1,0,NE,2.3,Aotizhongxin
8278,2014,2,8,21,300,66,-6.1,1029.2,-19.5,0,NNE,2.6,Aotizhongxin
8279,2014,2,8,22,300,67,-6.6,1030,-19.2,0,NNE,3.4,Aotizhongxin
8280,2014,2,8,23,300,66,-7,1030.7,-19.9,0,N,3.9,Aotizhongxin
8281,2014,2,9,0,400,61,-7.6,1031,-19.5,0,N,2.9,Aotizhongxin
8282,2014,2,9,1,400,53,-8,1031.1,-19.6,0,N,4,Aotizhongxin
8283,2014,2,9,2,400,51,-8.5,1031.1,-19.4,0,NE,1.4,Aotizhongxin
8284,2014,2,9,3,400,57,-8.5,1031.4,-20,0,NNE,2.3,Aotizhongxin
8285,2014,2,9,4,400,57,-9,1031.5,-19.9,0,NE,1.6,Aotizhongxin
8286,2014,2,9,5,400,52,-8.9,1031.7,-19.5,0,N,2.7,Aotizhongxin
8287,2014,2,9,6,400,53,-9.3,1031.8,-19.3,0,NNE,2.1,Aotizhongxin
8288,2014,2,9,7,400,49,-8.9,1032,-19.5,0,NE,2.2,Aotizhongxin
8289,2014,2,9,8,500,46,-7.4,1032.2,-19.9,0,NE,3.5,Aotizhongxin
8290,2014,2,9,9,500,46,-5.8,1032.5,-19.9,0,N,3.4,Aotizhongxin
8291,2014,2,9,10,500,56,-4.1,1032.1,-20,0,NNE,3.2,Aotizhongxin
8292,2014,2,9,11,500,58,-3.3,1031.1,-20.1,0,N,3.9,Aotizhongxin
8293,2014,2,9,12,400,62,-2.5,1029.7,-19.4,0,NE,3.4,Aotizhongxin
8294,2014,2,9,13,400,64,-1.6,1028.8,-19.1,0,NNE,3.1,Aotizhongxin
8295,2014,2,9,14,400,66,-1,1028.3,-19.1,0,NNE,2.1,Aotizhongxin
8296,2014,2,9,15,400,67,-1,1028.2,-18.6,0,NNE,2.7,Aotizhongxin
8297,2014,2,9,16,400,66,-1.3,1028.2,-18.9,0,N,3.2,Aotizhongxin
8298,2014,2,9,17,400,65,-3.4,1028.7,-17,0,WNW,1.1,Aotizhongxin
8299,2014,2,9,18,400,61,-3.7,1029.5,-18.4,0,N,1.9,Aotizhongxin
8300,2014,2,9,19,600,48,-4.4,1029.8,-17.3,0,NNE,1.2,Aotizhongxin
8301,2014,2,9,20,600,47,-4.4,1030.4,-17.6,0,NNE,1.8,Aotizhongxin
8302,2014,2,9,21,600,45,-4.8,1030.8,-18,0,N,2,Aotizhongxin
8303,2014,2,9,22,600,36,-5.3,1031.3,-17.7,0,NNE,1.7,Aotizhongxin
8304,2014,2,9,23,600,37,-5.9,1031.5,-18.6,0,NE,2.4,Aotizhongxin
8305,2014,2,10,0,400,57,-6.6,1031.6,-18.6,0,NE,2,Aotizhongxin
8306,2014,2,10,1,400,59,-7.1,1031.8,-18.4,0,NE,1.8,Aotizhongxin
8307,2014,2,10,2,400,57,-7.5,1031.2,-18.8,0,NNE,1.9,Aotizhongxin
8308,2014,2,10,3,500,53,-8.7,1031.1,-17.8,0,N,0.7,Aotizhongxin
8309,2014,2,10,4,600,46,-10.3,1030.9,-17.8,0,NE,1.9,Aotizhongxin
8310,2014,2,10,5,700,34,-11.4,1031.2,-16.7,0,NNE,0.9,Aotizhongxin
8311,2014,2,10,6,500,46,-12.2,1031.3,-16.7,0,WSW,0.6,Aotizhongxin
8312,2014,2,10,7,500,37,-12.2,1031.7,-15.3,0,NNE,1.3,Aotizhongxin
8313,2014,2,10,8,600,25,-6.6,1032.1,-18.6,0,ENE,1.6,Aotizhongxin
8314,2014,2,10,9,600,31,-4.7,1032,-18.9,0,NE,1.6,Aotizhongxin
8315,2014,2,10,10,600,44,-3.5,1031.3,-17.9,0,ESE,1,Aotizhongxin
8316,2014,2,10,11,600,44,-2.5,1029.5,-18.1,0,N,0.8,Aotizhongxin
8317,2014,2,10,12,600,49,-2.1,1028.3,-17,0,WSW,2.4,Aotizhongxin
8318,2014,2,10,13,600,51,-1.7,1027.3,-17,0,SSE,1.5,Aotizhongxin
8319,2014,2,10,14,700,49,-1.2,1026.2,-15.8,0,SW,3.9,Aotizhongxin
8320,2014,2,10,15,700,48,-1.8,1025.8,-16.4,0,SW,4.1,Aotizhongxin
8321,2014,2,10,16,600,55,-2.8,1025.7,-15.5,0,SW,2.5,Aotizhongxin
8322,2014,2,10,17,600,58,-3.7,1025.9,-15.1,0,SW,2.2,Aotizhongxin
8323,2014,2,10,18,600,57,-4.2,1025.8,-14.9,0,WSW,2.5,Aotizhongxin
8324,2014,2,10,19,800,41,-5.1,1026.1,-13,0,WSW,1.6,Aotizhongxin
8325,2014,2,10,20,900,28,-7.5,1025.9,-13.5,0,WSW,1,Aotizhongxin
8326,2014,2,10,21,1000,26,-8.4,1025.9,-12.4,0,WNW,0.9,Aotizhongxin
8327,2014,2,10,22,1100,18,-9.2,1025.6,-12.8,0,W,0.7,Aotizhongxin
8328,2014,2,10,23,1100,18,-10,1025.3,-12.8,0,E,0,Aotizhongxin
8329,2014,2,11,0,1200,16,-10.7,1024.8,-13.3,0,ENE,0.7,Aotizhongxin
8330,2014,2,11,1,2300,1,-9.5,1024.3,-13.1,0,ENE,0.9,Aotizhongxin
8331,2014,2,11,2,2900,1,-8.3,1023.9,-13.7,0,NE,1.6,Aotizhongxin
8332,2014,2,11,3,1900,1,-8.7,1023.3,-14.1,0,NE,1.3,Aotizhongxin
8333,2014,2,11,4,2100,12.68913333,-9.1,1022.9,-14.1,0,NE,1.4,Aotizhongxin
8334,2014,2,11,5,2500,1,-10.1,1022.7,-14.2,0,NNE,0.8,Aotizhongxin
8335,2014,2,11,6,1900,1,-9.2,1023.2,-13.7,0,NE,1.4,Aotizhongxin
8336,2014,2,11,7,1600,1,-8.5,1023.9,-13.9,0,NE,1.3,Aotizhongxin
8337,2014,2,11,8,1700,1,-7.1,1024,-13.6,0,NE,1.3,Aotizhongxin
8338,2014,2,11,9,1300,3,-5.4,1023.5,-13.3,0,NE,1.2,Aotizhongxin
8339,2014,2,11,10,1400,13,-2.9,1022.9,-13.5,0,ENE,1,Aotizhongxin
8340,2014,2,11,11,1800,14,-2,1022,-13.8,0,NE,1.1,Aotizhongxin
8341,2014,2,11,12,1266.666667,39.33333333,-0.4,1020.5,-13.3,0,SW,2.2,Aotizhongxin
8342,2014,2,11,13,1600,28,0.7,1019.8,-12.7,0,SSW,2.7,Aotizhongxin
8343,2014,2,11,14,1600,22,0.7,1019.4,-12,0,WSW,3,Aotizhongxin
8344,2014,2,11,15,2300,15,0.3,1019.5,-12.7,0,WSW,3.3,Aotizhongxin
8345,2014,2,11,16,1900,32,-0.3,1019.5,-12.3,0,SSW,1.9,Aotizhongxin
8346,2014,2,11,17,1700,33,-1.4,1020.1,-12.1,0,SW,3.3,Aotizhongxin
8347,2014,2,11,18,2000,17,-1.8,1020.8,-10.9,0,WSW,1.8,Aotizhongxin
8348,2014,2,11,19,2500,7,-4.2,1021.1,-10.2,0,NW,0.7,Aotizhongxin
8349,2014,2,11,20,2400,1,-6,1022,-10.1,0,WSW,0,Aotizhongxin
8350,2014,2,11,21,2200,1,-7.1,1022.2,-10.3,0,NW,0.8,Aotizhongxin
8351,2014,2,11,22,2300,1,-7.1,1022.7,-11,0,ENE,1.1,Aotizhongxin
8352,2014,2,11,23,2600,1,-5.5,1023,-10.7,0,ENE,1.4,Aotizhongxin
8353,2014,2,12,0,4100,1,-5.6,1023.3,-11.1,0,NE,0.9,Aotizhongxin
8354,2014,2,12,1,4600,1,-5.9,1023.6,-11.2,0,NE,1.3,Aotizhongxin
8355,2014,2,12,2,4000,1,-6.8,1024,-11.7,0,NE,1.2,Aotizhongxin
8356,2014,2,12,3,2800,1,-7.4,1024.1,-11.4,0,ENE,1,Aotizhongxin
8357,2014,2,12,4,2000,20,-6.5,1024.6,-11.4,0,ENE,1.9,Aotizhongxin
8358,2014,2,12,5,3900,1,-7.5,1025.1,-11.5,0,NE,0.8,Aotizhongxin
8359,2014,2,12,6,4300,1,-7,1026,-11,0,NE,1.8,Aotizhongxin
8360,2014,2,12,7,4200,1,-6,1027.1,-11,0,ENE,1.9,Aotizhongxin
8361,2014,2,12,8,3500,1,-4.1,1027.7,-13,0,NE,1.1,Aotizhongxin
8362,2014,2,12,9,1500,1,-1.6,1028.1,-12.9,0,NE,1.3,Aotizhongxin
8363,2014,2,12,10,1500,1,0.7,1028,-14.5,0,ENE,1.8,Aotizhongxin
8364,2014,2,12,11,1100,12,2.4,1027.6,-15.2,0,ESE,2.4,Aotizhongxin
8365,2014,2,12,12,700,26,3.9,1026.5,-14.9,0,E,1.6,Aotizhongxin
8366,2014,2,12,13,700,30,4.8,1025.7,-14.6,0,S,1.3,Aotizhongxin
8367,2014,2,12,14,800,31,4.2,1025.4,-14.6,0,ENE,0.8,Aotizhongxin
8368,2014,2,12,15,1000,26,3.1,1025.4,-12.4,0,S,1.8,Aotizhongxin
8369,2014,2,12,16,1500,12,2,1026,-11.9,0,SW,2,Aotizhongxin
8370,2014,2,12,17,1400,7,1.1,1026.6,-11,0,SW,2.1,Aotizhongxin
8371,2014,2,12,18,1700,1,0.1,1027.2,-10.7,0,SW,1.7,Aotizhongxin
8372,2014,2,12,19,2200,1,-0.9,1027.8,-10.8,0,SW,2,Aotizhongxin
8373,2014,2,12,20,2200,1,-2.6,1028.6,-10,0,SW,0.8,Aotizhongxin
8374,2014,2,12,21,2200,1,-4.3,1029,-10.1,0,WSW,0.6,Aotizhongxin
8375,2014,2,12,22,2100,1,-5,1029.3,-9.6,0,SW,0,Aotizhongxin
8376,2014,2,12,23,2100,1,-5.7,1029.8,-8.8,0,N,0.7,Aotizhongxin
8377,2014,2,13,0,3500,1,-4.7,1030.2,-9.9,0,NNE,0.5,Aotizhongxin
8378,2014,2,13,1,3633.333333,8,-3.8,1030.6,-7.8,0,NNE,1.2,Aotizhongxin
8379,2014,2,13,2,3400,1,-3.7,1031,-7.3,0,NNE,1.6,Aotizhongxin
8380,2014,2,13,3,2366.666667,1,-3.7,1030.7,-6.6,0,NE,1.6,Aotizhongxin
8381,2014,2,13,4,1300,22,-3.6,1030.3,-6.7,0,NE,1.5,Aotizhongxin
8382,2014,2,13,5,1700,1,-3.3,1030.4,-6.6,0,NE,1.5,Aotizhongxin
8383,2014,2,13,6,2000,1,-3.1,1030.5,-7.6,0,NE,1.5,Aotizhongxin
8384,2014,2,13,7,2000,1,-2.8,1031.2,-8.1,0,ESE,1.4,Aotizhongxin
8385,2014,2,13,8,2000,1,-3.3,1031.6,-7.6,0,S,1.6,Aotizhongxin
8386,2014,2,13,9,2500,1,-3.4,1031.6,-6.4,0,SSE,2.4,Aotizhongxin
8387,2014,2,13,10,3000,1,-2.9,1031.2,-6.4,0,S,1,Aotizhongxin
8388,2014,2,13,11,3300,1,-2.5,1030.2,-5.6,0,SW,1,Aotizhongxin
8389,2014,2,13,12,3100,1,-2.2,1029.1,-5.2,0,S,0.5,Aotizhongxin
8390,2014,2,13,13,2900,1,-1.7,1027.6,-5.4,0,SW,1.6,Aotizhongxin
8391,2014,2,13,14,2100,1,-1.3,1026.8,-5.3,0,W,1.5,Aotizhongxin
8392,2014,2,13,15,2000,1,-1.2,1026.1,-5.1,0,N,2.3,Aotizhongxin
8393,2014,2,13,16,1900,9,-2.3,1025.8,-5.1,0,NE,1.4,Aotizhongxin
8394,2014,2,13,17,2400,1,-2.9,1025.6,-5.9,0,NE,1.7,Aotizhongxin
8395,2014,2,13,18,3100,1,-2.9,1025.7,-6,0,ENE,1.2,Aotizhongxin
8396,2014,2,13,19,3600,1,-2.8,1025.7,-6.1,0,NE,1.6,Aotizhongxin
8397,2014,2,13,20,4000,1,-2.9,1025.6,-5.9,0,NE,1.1,Aotizhongxin
8398,2014,2,13,21,4100,1,-2.9,1025.4,-6,0,NE,1.6,Aotizhongxin
8399,2014,2,13,22,3600,1,-3.3,1024.8,-6.8,0,ENE,1.3,Aotizhongxin
8400,2014,2,13,23,4200,1,-3.9,1024.5,-6.8,0,NE,1,Aotizhongxin
8401,2014,2,14,0,4100,1,-4.7,1023.9,-7,0,ENE,0.7,Aotizhongxin
8402,2014,2,14,1,4200,1,-5.2,1023.1,-7.2,0,NE,0.8,Aotizhongxin
8403,2014,2,14,2,3800,1,-5.3,1022.6,-7,0,NE,1.5,Aotizhongxin
8404,2014,2,14,3,3233.333333,1,-5.3,1022,-7.1,0,NE,1.1,Aotizhongxin
8405,2014,2,14,4,2700,8.666666667,-5.4,1021.8,-7.5,0,ENE,1.4,Aotizhongxin
8406,2014,2,14,5,3500,1,-5.8,1021.7,-7.8,0,ENE,1.1,Aotizhongxin
8407,2014,2,14,6,3600,1,-5.9,1021.9,-7.7,0,NE,1.4,Aotizhongxin
8408,2014,2,14,7,3600,1,-5.6,1022.3,-7.7,0,NE,1.1,Aotizhongxin
8409,2014,2,14,8,3600,2,-4.6,1022.1,-7.5,0,ENE,1.6,Aotizhongxin
8410,2014,2,14,9,3700,1,-2.9,1022.1,-7.1,0,NE,1.5,Aotizhongxin
8411,2014,2,14,10,3000,1,-1.3,1021.6,-5.7,0,NE,1.4,Aotizhongxin
8412,2014,2,14,11,1900,11,0.2,1020.9,-5.4,0,NE,1.2,Aotizhongxin
8413,2014,2,14,12,2000,15,1.1,1019.2,-5.4,0,ENE,1.7,Aotizhongxin
8414,2014,2,14,13,2100,18,2.1,1018.4,-5.5,0,ENE,1.1,Aotizhongxin
8415,2014,2,14,14,2200,22,3.1,1017.8,-5.3,0,NNE,1.5,Aotizhongxin
8416,2014,2,14,15,2400,17,3.2,1017.5,-5.2,0,NNW,1,Aotizhongxin
8417,2014,2,14,16,2400,16,2.1,1017.7,-5.1,0,NE,1.5,Aotizhongxin
8418,2014,2,14,17,2800,6,-0.7,1018,-5.3,0,W,0.5,Aotizhongxin
8419,2014,2,14,18,2900,1,-2.6,1018.1,-5.6,0,W,0.5,Aotizhongxin
8420,2014,2,14,19,2900,1,-3.5,1018.2,-5.8,0,SW,0.4,Aotizhongxin
8421,2014,2,14,20,3200,1,-3.9,1018.4,-5.7,0,ENE,0,Aotizhongxin
8422,2014,2,14,21,3600,1,-3,1018.5,-5.2,0,NE,1,Aotizhongxin
8423,2014,2,14,22,4500,1,-2.4,1018.8,-5.5,0,NE,1,Aotizhongxin
8424,2014,2,14,23,3600,1,-3.6,1018.9,-6.1,0,NE,1.1,Aotizhongxin
8425,2014,2,15,0,4800,1,-4.5,1018.5,-6.5,0,NE,0.8,Aotizhongxin
8426,2014,2,15,1,4800,1,-3.7,1018.1,-5.7,0,NE,1,Aotizhongxin
8427,2014,2,15,2,4600,1,-3.6,1018.1,-6.2,0,NE,1.5,Aotizhongxin
8428,2014,2,15,3,2700,1,-3.3,1018.2,-6.3,0,NE,1.4,Aotizhongxin
8429,2014,2,15,4,2600,88.33333333,-4,1018.1,-6.3,0,E,0.9,Aotizhongxin
8430,2014,2,15,5,3800,1,-3.2,1018.4,-5.8,0,NE,1.2,Aotizhongxin
8431,2014,2,15,6,4000,1,-3.6,1018.6,-5.9,0,ENE,2.3,Aotizhongxin
8432,2014,2,15,7,3600,1,-3.5,1019.2,-6.5,0,ENE,1.3,Aotizhongxin
8433,2014,2,15,8,3800,1,-2.2,1019.7,-5.7,0,ENE,1.1,Aotizhongxin
8434,2014,2,15,9,4000,1,-0.5,1020,-5.5,0,NE,1.5,Aotizhongxin
8435,2014,2,15,10,3100,4,1.1,1019.3,-5.6,0,NE,2,Aotizhongxin
8436,2014,2,15,11,2800,17,2.4,1018.9,-5.7,0,ENE,1.1,Aotizhongxin
8437,2014,2,15,12,2900,20,2.9,1018.5,-5.8,0,ENE,1.6,Aotizhongxin
8438,2014,2,15,13,3200,17,4.5,1017.8,-5.6,0,ENE,1.8,Aotizhongxin
8439,2014,2,15,14,3500,13,4.3,1017.1,-5.2,0,E,0.9,Aotizhongxin
8440,2014,2,15,15,3600,17,4.4,1017.6,-4.9,0,N,1.3,Aotizhongxin
8441,2014,2,15,16,3900,14,3.5,1017.7,-4.7,0,NE,1.3,Aotizhongxin
8442,2014,2,15,17,3600,10,0.7,1018.2,-4.9,0,WSW,0.6,Aotizhongxin
8443,2014,2,15,18,3100,5,-1.8,1018.4,-5.1,0,NW,0.6,Aotizhongxin
8444,2014,2,15,19,3100,1,-2.7,1018.7,-5,0,SW,0.5,Aotizhongxin
8445,2014,2,15,20,3200,1,-3.2,1018.8,-5.2,0,NE,0.7,Aotizhongxin
8446,2014,2,15,21,3400,1,-0.9,1019,-4.6,0,ENE,1.5,Aotizhongxin
8447,2014,2,15,22,5300,1,-1.2,1019.5,-5.1,0,NE,1.5,Aotizhongxin
8448,2014,2,15,23,6100,1,-2.1,1019.7,-5.6,0,ENE,1.1,Aotizhongxin
8449,2014,2,16,0,5600,1,-2.3,1019.9,-5.4,0,ENE,0.7,Aotizhongxin
8450,2014,2,16,1,5800,1,-2.6,1020.3,-5.6,0,ENE,1.1,Aotizhongxin
8451,2014,2,16,2,5900,1,-2.2,1020.6,-5.4,0,NE,1.6,Aotizhongxin
8452,2014,2,16,3,2400,1,-2.5,1020.9,-5.8,0,NE,1.5,Aotizhongxin
8453,2014,2,16,4,3100,61,-2.2,1021.5,-5.7,0,NE,1.7,Aotizhongxin
8454,2014,2,16,5,4000,1,-2.8,1022.1,-5.9,0,ENE,1.4,Aotizhongxin
8455,2014,2,16,6,3900,1,-3.4,1022,-6,0,ENE,1.2,Aotizhongxin
8456,2014,2,16,7,3900,1,-2.8,1023.1,-5.6,0,NE,0.8,Aotizhongxin
8457,2014,2,16,8,3300,1,-0.7,1024.1,-5.1,0,ENE,1.4,Aotizhongxin
8458,2014,2,16,9,3900,2,1.5,1024.4,-5.2,0,ENE,1.6,Aotizhongxin
8459,2014,2,16,10,3800,10,4.5,1024.8,-6.7,0,ESE,0.8,Aotizhongxin
8460,2014,2,16,11,3300,14,6,1024.3,-9.5,0,E,1.3,Aotizhongxin
8461,2014,2,16,12,2200,39,6.5,1023.8,-11.2,0,S,2,Aotizhongxin
8462,2014,2,16,13,1300,63,6.5,1023.2,-9.9,0,SSE,1.4,Aotizhongxin
8463,2014,2,16,14,1300,66,7,1022.7,-9.9,0,SW,2.3,Aotizhongxin
8464,2014,2,16,15,1500,67,5.6,1023.1,-8,0,SW,3.7,Aotizhongxin
8465,2014,2,16,16,2300,62,5,1023.3,-8.9,0,S,1.3,Aotizhongxin
8466,2014,2,16,17,2200,62,4.4,1023.8,-6.8,0,SW,2.3,Aotizhongxin
8467,2014,2,16,18,3000,32,3.3,1024.3,-3.7,0,SW,1.8,Aotizhongxin
8468,2014,2,16,19,3800,15,2.6,1024.7,-3.5,0,WSW,1.1,Aotizhongxin
8469,2014,2,16,20,3100,1,1.5,1025.8,-3.6,0,WSW,1.6,Aotizhongxin
8470,2014,2,16,21,3000,1,2.5,1026.6,-4.1,0,SW,2.3,Aotizhongxin
8471,2014,2,16,22,2900,1,2.1,1027,-4.9,0,SW,0.7,Aotizhongxin
8472,2014,2,16,23,2800,1,2.1,1027.1,-5.1,0,SW,1.1,Aotizhongxin
8473,2014,2,17,0,2300,1,1.3,1027.3,-5.2,0,SW,0.8,Aotizhongxin
8474,2014,2,17,1,1600,7,0.8,1027.6,-5.9,0,S,1,Aotizhongxin
8475,2014,2,17,2,1600,15,1.1,1028.3,-9,0,S,1.2,Aotizhongxin
8476,2014,2,17,3,1600,15,0.9,1027.6,-10.3,0,S,1,Aotizhongxin
8477,2014,2,17,4,1000,17.23746667,1.1,1027.7,-15.4,0,SE,1.3,Aotizhongxin
8478,2014,2,17,5,1400,16,-0.1,1028.3,-12.1,0,WNW,0.6,Aotizhongxin
8479,2014,2,17,6,2200,15,-1.2,1029.3,-10.1,0,W,0.5,Aotizhongxin
8480,2014,2,17,7,2500,2,-0.8,1030.2,-8.3,0,W,0.4,Aotizhongxin
8481,2014,2,17,8,2600,1,2,1030.5,-13,0,WSW,0.6,Aotizhongxin
8482,2014,2,17,9,2600,7,2.6,1030.8,-14.6,0,S,2.4,Aotizhongxin
8483,2014,2,17,10,2800,17,3.3,1030.9,-14.9,0,SW,2.2,Aotizhongxin
8484,2014,2,17,11,2900,23,4.1,1030,-13.7,0,S,1.8,Aotizhongxin
8485,2014,2,17,12,2700,27,4.6,1028.8,-14.8,0,WSW,2.1,Aotizhongxin
8486,2014,2,17,13,2100,44,5,1028,-14.5,0,SSW,1.8,Aotizhongxin
8487,2014,2,17,14,1700,59,5,1027.6,-13.9,0,SE,1.2,Aotizhongxin
8488,2014,2,17,15,1700,53,4.4,1027.6,-14,0,SSW,2.6,Aotizhongxin
8489,2014,2,17,16,1700,51,3.7,1027.4,-14.1,0,SSW,2.6,Aotizhongxin
8490,2014,2,17,17,1700,56,2.8,1027.4,-13.5,0,SSW,2,Aotizhongxin
8491,2014,2,17,18,1000,50,2.8,1028.3,-13.1,0,SW,2.4,Aotizhongxin
8492,2014,2,17,19,1000,45,1.8,1029.1,-10.7,0,SSW,2,Aotizhongxin
8493,2014,2,17,20,1000,39,0.5,1029.9,-10.7,0,SSW,2.6,Aotizhongxin
8494,2014,2,17,21,1000,32,-0.5,1030.3,-11.3,0,SSW,3.3,Aotizhongxin
8495,2014,2,17,22,1300,16,-1,1030,-10.1,0,SW,2.5,Aotizhongxin
8496,2014,2,17,23,1200,15,-1,1030.1,-10.4,0,SW,3.4,Aotizhongxin
8497,2014,2,18,0,700,28,-1.2,1029.9,-9.6,0,SSW,2.5,Aotizhongxin
8498,2014,2,18,1,800,16,-1.6,1029.2,-9.9,0,S,1.2,Aotizhongxin
8499,2014,2,18,2,800,12,-2.3,1028.6,-9.5,0,SSW,0.9,Aotizhongxin
8500,2014,2,18,3,2466.666667,13,-3.8,1028.2,-8.5,0,W,1,Aotizhongxin
8501,2014,2,18,4,1100,14,-4.8,1028.2,-9.3,0,SW,0.7,Aotizhongxin
8502,2014,2,18,5,1000,8,-5,1028.4,-8.7,0,NE,1.3,Aotizhongxin
8503,2014,2,18,6,1200,1,-4.9,1028.4,-9.2,0,NNE,0.9,Aotizhongxin
8504,2014,2,18,7,1200,1,-5,1028.8,-8.4,0,W,0.9,Aotizhongxin
8505,2014,2,18,8,1300,1,-2.1,1028.7,-7.8,0,WSW,2,Aotizhongxin
8506,2014,2,18,9,1400,1,-0.6,1028.1,-8.1,0,S,1.8,Aotizhongxin
8507,2014,2,18,10,1300,11,0.4,1027.7,-8.1,0,SSE,2.5,Aotizhongxin
8508,2014,2,18,11,1100,29,0.4,1026.4,-8.1,0,SW,2,Aotizhongxin
8509,2014,2,18,12,1300,31,1.1,1025,-9.5,0,SW,2.9,Aotizhongxin
8510,2014,2,18,13,1100,40,1.1,1023.6,-7.9,0,SW,3,Aotizhongxin
8511,2014,2,18,14,900,49,1.5,1023,-7.8,0,SSW,1.7,Aotizhongxin
8512,2014,2,18,15,800,53,1.7,1022.5,-7.9,0,SSW,2.4,Aotizhongxin
8513,2014,2,18,16,900,51,1.5,1022.3,-8.3,0,SSW,3.6,Aotizhongxin
8514,2014,2,18,17,800,53,1.5,1022.3,-8.3,0,SW,3.2,Aotizhongxin
8515,2014,2,18,18,800,53,1.5,1022.5,-8.1,0,SSW,2.5,Aotizhongxin
8516,2014,2,18,19,900,46,1.3,1022.9,-8.3,0,SSW,0,Aotizhongxin
8517,2014,2,18,20,1000,31,0.7,1022.6,-7.6,0,SW,0.7,Aotizhongxin
8518,2014,2,18,21,1000,31,0.7,1023.4,-7.6,0,NNE,2,Aotizhongxin
