No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
8416,2014,2,14,15,272,255,89,79,2500,1,1.9,1014.2,-8,0,1.9
8417,2014,2,14,16,262,235,82,70,2300,8,1.4,1014.2,-7.7,0,0.8
8418,2014,2,14,17,285,249,70,66,2300,16,0.9,1014.5,-7.6,0,0.8
8419,2014,2,14,18,303,264,63,68,2600,11,-0.6,1014.8,-7.6,0,0.6
8420,2014,2,14,19,310,261,49,66,2700,1,-1.6,1015.1,-7.7,0,0.4
8421,2014,2,14,20,319,265,43,70,2700,1,-2.2,1015.2,-7.5,0,1.2
8422,2014,2,14,21,366,308,57,67,2900,1,-2.8,1015.3,-7.7,0,1.7
8423,2014,2,14,22,308,256,44,60,2800,1,-3.4,1015.6,-7.9,0,1.1
8424,2014,2,14,23,308,273,43,62,3300,1,-3.6,1015.4,-7.9,0,0.7
8425,2014,2,15,0,368,295,43,71,4200,1,-3.9,1015.3,-7.9,0,1.9
8426,2014,2,15,1,311,255,34,65,3200,1,-3.8,1015,-7.8,0,1.6
8427,2014,2,15,2,290,237,NA,65,2700,1,-4.1,1015,-8,0,1.3
8428,2014,2,15,3,310,251,35,72,NA,1,-4.8,1014.7,-8.2,0,1.5
8429,2014,2,15,4,297,240,35,72,2800,NA,-5.2,1014.9,-8.3,0,1.1
8430,2014,2,15,5,300,247,39,NA,2600,1,-5.8,1015.1,-8.9,0,1.8
8431,2014,2,15,6,309,253,34,70,2500,1,-5,1015.4,-8.2,0,0.7
8432,2014,2,15,7,315,255,31,70,2500,1,-5.1,1015.8,-8.5,0,1.5
8433,2014,2,15,8,322,257,42,67,2500,1,-3.1,1016.4,-7.3,0,0.7
8434,2014,2,15,9,332,281,46,64,2700,1,-0.1,1016.5,-6.1,0,0.6
8435,2014,2,15,10,342,285,51,61,2800,1,0.6,1015.9,-7,0,1.3
8436,2014,2,15,11,338,272,69,59,2700,1,2.6,1015.3,-6.8,0,0.9
8437,2014,2,15,12,363,304,74,68,3000,1,3.1,1015,-6.9,0,2.1
8438,2014,2,15,13,380,330,110,71,3000,1,3.7,1014.3,-7.2,0,1.8
8439,2014,2,15,14,400,351,130,76,3100,9,3.9,1014,-7,0,1.4
8440,2014,2,15,15,403,352,123,71,3000,19,3.5,1014.1,-7.1,0,1.3
8441,2014,2,15,16,421,368,136,87,3200,6,3,1014.3,-6.7,0,1.2
8442,2014,2,15,17,434,383,122,96,3300,1,2.3,1014.8,-6.1,0,1.3
8443,2014,2,15,18,451,408,103,116,3600,1,-0.1,1015.3,-6.5,0,1.4
8444,2014,2,15,19,444,390,70,115,3600,1,-1.1,1015.4,-6.9,0,0.8
8445,2014,2,15,20,459,398,64,112,4000,1,-1.8,1016,-7.1,0,2
8446,2014,2,15,21,447,391,63,99,3700,1,-1,1015.9,-7,0,1
8447,2014,2,15,22,447,399,73,96,4000,1,-1.8,1016.1,-7.3,0,1.2
8448,2014,2,15,23,442,376,69,81,3700,1,-3,1016.6,-7.5,0,1.5
8449,2014,2,16,0,443,379,74,75,3600,1,-3.3,1016.6,-7.8,0,1.1
8450,2014,2,16,1,431,373,65,67,3700,1,-3.1,1017,-7.6,0,1.5
8451,2014,2,16,2,434,371,NA,62,3700,1,-3.2,1017.3,-7.5,0,1.4
8452,2014,2,16,3,413,349,52,58,NA,1,-3.1,1017.7,-7.6,0,1.2
8453,2014,2,16,4,400,332,45,53,3000,NA,-3.3,1018.3,-7.8,0,0.8
8454,2014,2,16,5,387,320,46,NA,2800,1,-0.7,1018.5,-10.1,0,1.1
8455,2014,2,16,6,305,228,52,36,2200,1,-4.2,1019.1,-9.2,0,0.9
8456,2014,2,16,7,147,60,44,20,1200,4,-4.6,1020.1,-8.7,0,1.7
8457,2014,2,16,8,127,52,36,24,1200,1,-2.3,1021,-8,0,1
8458,2014,2,16,9,96,46,36,32,1300,1,1.1,1021,-7.7,0,0.9
8459,2014,2,16,10,176,118,50,36,1900,1,4.2,1021.2,-8.9,0,1.1
8460,2014,2,16,11,133,51,36,26,1300,17,5.9,1020.7,-11.3,0,1.9
8461,2014,2,16,12,113,44,32,21,1000,32,6.3,1020.2,-12.8,0,2.3
8462,2014,2,16,13,133,76,36,26,1200,36,6.9,1019.4,-13.4,0,1.4
8463,2014,2,16,14,123,74,35,27,1100,43,7,1019.1,-12.8,0,1.5
8464,2014,2,16,15,118,65,30,24,1000,49,6.5,1019.3,-13.7,0,2
8465,2014,2,16,16,118,78,29,24,1000,50,5.2,1019.9,-8.3,0,2.8
8466,2014,2,16,17,100,65,28,31,900,38,4.4,1020.2,-9.8,0,2.2
8467,2014,2,16,18,232,219,59,68,2300,11,4.2,1020.8,-9.2,0,2.1
8468,2014,2,16,19,285,242,64,74,2900,1,3.9,1021.1,-7.6,0,2.4
8469,2014,2,16,20,258,211,52,62,2500,1,3.1,1022.2,-5.1,0,1
8470,2014,2,16,21,250,204,48,58,2600,1,2.7,1022.9,-4.8,0,1.9
8471,2014,2,16,22,276,251,59,76,3400,1,2.5,1023.4,-4.7,0,1.8
8472,2014,2,16,23,289,252,47,70,3600,1,2.3,1023.7,-5.8,0,1.6
8473,2014,2,17,0,299,255,61,68,3400,1,2.3,1023.9,-5.8,0,1.7
8474,2014,2,17,1,268,215,52,64,2900,1,1.6,1024.2,-5.6,0,2.2
8475,2014,2,17,2,269,222,NA,59,3300,1,1.4,1025,-6.4,0,2.2
8476,2014,2,17,3,263,205,41,62,NA,1,1,1024.4,-7.8,0,1.9
8477,2014,2,17,4,237,174,37,60,2800,NA,0.9,1024.5,-11.2,0,1.2
8478,2014,2,17,5,218,159,40,NA,2400,1,0.1,1024.9,-9.9,0,0.6
8479,2014,2,17,6,196,147,39,55,2200,1,-0.8,1026,-7.2,0,0.7
8480,2014,2,17,7,213,163,39,57,2400,1,-0.8,1026.6,-7.4,0,0.2
8481,2014,2,17,8,205,152,41,56,2700,1,0.4,1027,-7.8,0,0.7
8482,2014,2,17,9,226,180,42,55,3200,10,2.1,1027.2,-11.4,0,1.3
8483,2014,2,17,10,190,106,58,46,2500,30,2.9,1027.2,-12.6,0,1.5
8484,2014,2,17,11,3,47,66,50,1900,38,3.8,1026.2,-12.2,0,1.9
8485,2014,2,17,12,3,3,82,65,2300,35,4.7,1025.3,-15.8,0,3
8486,2014,2,17,13,68,68,81,71,2500,38,4.7,1024.3,-16.4,0,3.3
8487,2014,2,17,14,91,91,82,59,2300,51,4.3,1023.9,-16.2,0,2.9
8488,2014,2,17,15,91,98,75,57,2100,57,4.4,1024,-15.5,0,2.9
8489,2014,2,17,16,83,95,57,47,1700,71,3.7,1023.9,-15.1,0,2.4
8490,2014,2,17,17,87,102,52,49,1600,71,2.9,1024.1,-14.8,0,1.2
8491,2014,2,17,18,91,105,53,52,1800,62,2.8,1024.8,-14.9,0,2.1
8492,2014,2,17,19,106,112,47,53,2100,53,2.4,1025.3,-13.9,0,1.9
8493,2014,2,17,20,92,101,36,43,1800,48,1.4,1026,-11.7,0,3.2
8494,2014,2,17,21,99,105,38,47,2000,40,0.4,1026.4,-11.7,0,2.6
8495,2014,2,17,22,94,119,35,45,1300,40,-0.3,1026.4,-12,0,2.8
8496,2014,2,17,23,76,120,30,35,1000,52,-0.6,1026.5,-11.7,0,2.9
8497,2014,2,18,0,60,78,24,29,800,51,-1.6,1026.3,-12.3,0,2.8
8498,2014,2,18,1,55,66,18,28,900,44,-2.1,1025.7,-11.7,0,2.4
8499,2014,2,18,2,65,74,16,30,1000,30,-2.6,1025.4,-11.6,0,1
8500,2014,2,18,3,NA,NA,NA,NA,NA,NA,-3,1024.8,-12,0,1.2
8501,2014,2,18,4,71,109,27,45,1200,15,-4.1,1025.1,-12.5,0,0.6
8502,2014,2,18,5,61,95,24,41,1100,16,-4.2,1024.9,-12.1,0,1
8503,2014,2,18,6,64,88,19,41,1500,12,-4,1024.9,-12,0,0.9
8504,2014,2,18,7,66,79,17,41,1500,7,-3.9,1025.3,-11.9,0,1.2
8505,2014,2,18,8,74,92,21,44,2200,5,-2.6,1025.2,-11.4,0,2
8506,2014,2,18,9,96,114,28,45,2100,8,-1.9,1024.7,-11.2,0,2.1
8507,2014,2,18,10,88,103,38,38,1400,20,-1.3,1024.5,-10.7,0,1.3
8508,2014,2,18,11,72,77,37,44,1100,31,-0.7,1023.3,-10.4,0,2.2
8509,2014,2,18,12,89,92,41,56,1300,27,0,1021.8,-10,0,1.6
8510,2014,2,18,13,101,113,45,65,1500,22,0.1,1020.5,-9.6,0,1.5
8511,2014,2,18,14,102,110,44,62,1300,28,1,1019.7,-9.6,0,1.2
8512,2014,2,18,15,98,103,40,55,1200,37,1.3,1019.1,-9.9,0,1.6
8513,2014,2,18,16,96,100,40,49,1100,46,1.2,1018.9,-8.9,0,2.9
8514,2014,2,18,17,98,104,36,47,1000,48,0.9,1018.9,-9.2,0,2.1
8515,2014,2,18,18,102,107,30,46,1000,49,0.3,1019.2,-8.9,0,0.9
8516,2014,2,18,19,108,112,31,48,1100,43,0.1,1019.8,-9.1,0,1.3
8517,2014,2,18,20,105,109,28,43,1100,41,0,1019.9,-7.5,0,2.1
8518,2014,2,18,21,107,121,29,44,1100,38,-0.8,1020.3,-6.2,0,1.7
8519,2014,2,18,22,103,99,18,35,1000,45,-1,1020,-7.2,0,1.1
8520,2014,2,18,23,108,96,19,38,1100,37,-1.5,1019.7,-7.2,0,1.1
8521,2014,2,19,0,114,99,19,41,1200,31,-2.6,1019.7,-7.7,0,0.9
8522,2014,2,19,1,120,101,17,38,1300,27,-3,1019.5,-7.7,0,0.7
8523,2014,2,19,2,120,98,16,35,1300,23,-3.8,1019.1,-8.3,0,2
8524,2014,2,19,3,107,82,14,37,1200,20,-3.9,1018.8,-9.7,0,1.1
8525,2014,2,19,4,55,28,26,21,600,48,-3.8,1019.1,-11.1,0,1.6
8526,2014,2,19,5,38,21,23,NA,600,41,-3.7,1019.4,-12.1,0,0.4
8527,2014,2,19,6,16,8,29,11,400,60,-4.1,1020.1,-12.5,0,1.4
8528,2014,2,19,7,19,16,33,13,500,56,-3.3,1021,-12.8,0,1.7
8529,2014,2,19,8,19,19,35,14,500,54,-0.3,1021.3,-12.9,0,1.2
8530,2014,2,19,9,22,21,33,11,500,57,1.3,1021.1,-13.2,0,3.3
8531,2014,2,19,10,12,14,32,8,400,65,2.3,1020.6,-13.5,0,3.2
8532,2014,2,19,11,12,14,31,7,400,68,3.3,1020,-13.5,0,2.8
8533,2014,2,19,12,16,12,26,7,300,70,4.7,1018.7,-14.2,0,2
8534,2014,2,19,13,14,10,16,2,200,77,5.6,1017.7,-14.5,0,2.1
8535,2014,2,19,14,9,6,8,NA,200,81,6.1,1017.2,-14.1,0,3.6
8536,2014,2,19,15,14,11,10,2,200,81,5.9,1017.1,-15.4,0,4.9
8537,2014,2,19,16,12,14,10,3,300,82,5.4,1017.2,-15.8,0,3.5
8538,2014,2,19,17,13,13,9,2,200,84,3.9,1018,-13.4,0,1.8
8539,2014,2,19,18,13,18,8,4,200,79,2.9,1018.6,-12.6,0,1.8
8540,2014,2,19,19,19,28,11,15,500,59,1.4,1018.9,-12.8,0,0.8
8541,2014,2,19,20,28,29,12,12,500,56,-1.3,1019.3,-13.5,0,0.8
8542,2014,2,19,21,25,38,17,21,900,44,-0.6,1020,-12.9,0,0.5
8543,2014,2,19,22,43,44,18,24,900,40,-1.5,1020.3,-12.2,0,0.8
8544,2014,2,19,23,62,66,21,30,1300,32,-1.8,1020.5,-11.4,0,0.5
8545,2014,2,20,0,51,57,19,28,1100,35,-1.7,1020.7,-11.8,0,1.3
8546,2014,2,20,1,59,62,20,29,900,33,-2,1020.8,-9.2,0,1.8
8547,2014,2,20,2,85,94,22,36,1100,28,-3.7,1020.8,-12.1,0,0.5
8548,2014,2,20,3,79,82,17,39,1200,18,-4.9,1020.8,-12.3,0,1
8549,2014,2,20,4,77,94,17,44,1600,11,-5.7,1021.1,-12.2,0,1.4
8550,2014,2,20,5,95,102,14,42,1700,10,-6,1021.4,-11.5,0,1.2
8551,2014,2,20,6,104,113,12,45,1700,8,-4.4,1021.7,-9.8,0,1.6
8552,2014,2,20,7,117,136,12,56,1700,4,-3.9,1022.4,-9.1,0,0.9
8553,2014,2,20,8,138,148,21,61,1900,4,-3.1,1022.7,-9,0,1.1
8554,2014,2,20,9,144,156,27,56,1900,7,-1.9,1022.8,-7.8,0,0.9
8555,2014,2,20,10,160,145,34,53,1700,14,-0.8,1022.5,-7.2,0,0.9
8556,2014,2,20,11,148,151,41,53,1800,18,0.3,1021.8,-6.6,0,0.8
8557,2014,2,20,12,156,142,44,43,1600,33,0.7,1021,-6.6,0,1.1
8558,2014,2,20,13,140,154,45,43,1600,43,1.1,1020.4,-6.5,0,2.6
8559,2014,2,20,14,159,178,47,53,1800,46,0.9,1020,-5.6,0,2.6
8560,2014,2,20,15,176,199,43,67,1900,36,0.6,1019.8,-5.4,0,2.1
8561,2014,2,20,16,198,219,41,79,2100,22,0.3,1019.6,-5.5,0,2.3
8562,2014,2,20,17,214,237,39,88,2200,7,0.3,1019.7,-5.1,0,2
8563,2014,2,20,18,226,238,39,83,2200,3,0.1,1019.9,-4.7,0,2.3
8564,2014,2,20,19,239,249,40,86,2400,1,0,1020.1,-4.8,0,1.7
8565,2014,2,20,20,246,257,42,84,2400,1,-0.1,1020.4,-4.7,0,1.4
8566,2014,2,20,21,257,266,41,78,2500,2,-0.3,1020.7,-4.7,0,1.2
8567,2014,2,20,22,266,268,43,77,2500,2,-0.4,1020.5,-4.8,0,0.8
8568,2014,2,20,23,276,279,46,78,2700,1,-0.5,1020.4,-4.4,0,1.5
8569,2014,2,21,0,300,302,42,78,3000,2,-0.4,1020.3,-4.3,0,1
8570,2014,2,21,1,315,321,40,80,3000,1,-0.5,1020,-4.4,0,0.4
8571,2014,2,21,2,354,354,46,82,3000,1,-0.6,1019.6,-4.7,0,1.1
8572,2014,2,21,3,351,351,48,81,2900,1,-0.7,1019.3,-4.6,0,0.8
8573,2014,2,21,4,351,351,45,84,3000,1,-0.7,1019.2,-4.6,0,0.7
8574,2014,2,21,5,355,355,41,80,3100,1,-0.6,1019.4,-4.5,0,1
8575,2014,2,21,6,352,352,37,81,3200,1,-0.7,1019.4,-4.6,0,0.8
8576,2014,2,21,7,346,346,33,80,3200,1,-0.5,1019.7,-4.6,0,0.9
8577,2014,2,21,8,351,351,36,75,3400,1,-0.1,1020,-4.4,0,0.8
8578,2014,2,21,9,348,348,41,79,3300,1,0.5,1019.9,-5.1,0,0.9
8579,2014,2,21,10,327,346,51,78,3600,11,1.4,1019.7,-5.3,0,0.6
8580,2014,2,21,11,330,346,48,51,2300,23,2.4,1019.1,-5.7,0,1.4
8581,2014,2,21,12,244,244,44,36,1800,43,3,1018,-5.7,0,1.3
8582,2014,2,21,13,246,246,49,34,1800,59,3.8,1017.1,-5.2,0,1.4
8583,2014,2,21,14,255,255,58,33,1800,74,3.5,1016.9,-4.7,0,1.8
8584,2014,2,21,15,245,247,57,44,2000,77,3.6,1016.8,-4.4,0,2
8585,2014,2,21,16,284,300,56,63,2200,62,3.3,1016.9,-4.4,0,1.5
8586,2014,2,21,17,311,312,56,68,2300,55,2.8,1017.4,-4.7,0,1.1
8587,2014,2,21,18,332,332,53,71,2400,45,1.3,1018.3,-5,0,1.3
8588,2014,2,21,19,337,337,39,72,2500,28,0.7,1018.8,-4.9,0,1.3
8589,2014,2,21,20,353,353,36,74,2800,20,1.2,1019.3,-4.9,0,0.8
8590,2014,2,21,21,336,336,40,68,2600,20,1.1,1019.4,-4.8,0,0.5
8591,2014,2,21,22,343,343,56,72,2900,20,0.7,1019.4,-4.9,0,0.9
8592,2014,2,21,23,328,328,49,60,3000,26,0.6,1019.7,-5,0,1
8593,2014,2,22,0,357,357,47,55,2700,24,0.6,1019.7,-5,0,0.9
8594,2014,2,22,1,358,358,44,59,3600,17,1,1019.9,-4.8,0,0.8
8595,2014,2,22,2,323,323,47,47,2500,28,1.1,1019.9,-4.8,0,0.8
8596,2014,2,22,3,284,284,53,37,1900,40,0.8,1019.8,-4.8,0,0.9
8597,2014,2,22,4,291,291,52,38,2100,36,0.8,1020.1,-4.6,0,0.8
8598,2014,2,22,5,299,299,47,NA,2300,11,1.1,1020.3,-4.6,0,1.1
8599,2014,2,22,6,319,319,47,77,2700,1,1.2,1020.5,-4.5,0,1
8600,2014,2,22,7,293,293,42,61,2300,4,1.4,1020.9,-4.5,0,0.8
8601,2014,2,22,8,293,293,44,65,2300,1,2,1021.5,-4.3,0,0.5
8602,2014,2,22,9,286,286,47,60,2200,3,2.4,1021.6,-4.1,0,0.6
8603,2014,2,22,10,295,308,56,66,3400,5,2.9,1021.6,-3.9,0,0.8
8604,2014,2,22,11,349,349,58,66,3200,4,3.3,1021.2,-4,0,0.8
8605,2014,2,22,12,357,357,59,59,3100,9,3.9,1020.4,-3.9,0,0.6
8606,2014,2,22,13,322,322,64,43,2700,20,4.6,1019.9,-3.9,0,0.8
8607,2014,2,22,14,334,334,67,64,2600,12,5.1,1019.7,-4.5,0,0.7
8608,2014,2,22,15,349,349,81,83,2800,8,5.1,1019.6,-4.2,0,0.9
8609,2014,2,22,16,351,351,104,95,3400,8,4.7,1019.7,-4.3,0,1.1
8610,2014,2,22,17,332,332,123,92,4100,12,4.3,1020.2,-4.5,0,0.6
8611,2014,2,22,18,355,355,114,100,4100,3,4.2,1020.9,-4.3,0,0.6
8612,2014,2,22,19,342,342,106,100,4100,1,4.4,1021.4,-3.4,0,1.2
8613,2014,2,22,20,334,334,87,93,4100,1,4.4,1021.6,-3.4,0,0.9
8614,2014,2,22,21,320,320,82,88,3900,1,4.4,1021.9,-2,0,1.6
8615,2014,2,22,22,323,323,89,86,4100,1,3.9,1022,-1.3,0,2.7
8616,2014,2,22,23,343,343,73,88,3300,1,3.2,1022.2,-2.1,0,2.7
8617,2014,2,23,0,328,328,64,79,2600,5,2.8,1022.6,-2.3,0,2.6
8618,2014,2,23,1,321,321,59,76,3100,5,2.4,1022.4,-2.7,0,2.4
8619,2014,2,23,2,327,327,61,79,3100,2,2.1,1022.3,-3,0,2.2
8620,2014,2,23,3,323,323,58,77,3500,1,1.9,1021.9,-3.2,0,1.7
8621,2014,2,23,4,301,301,62,65,3100,4,1.7,1022.1,-4,0,1.5
8622,2014,2,23,5,292,292,66,67,3000,2,1.6,1022.1,-4.1,0,1.2
8623,2014,2,23,6,284,284,65,64,2800,4,1.6,1022.3,-4.1,0,1.1
8624,2014,2,23,7,272,272,64,56,2700,11,1.7,1022.9,-4.2,0,1.2
8625,2014,2,23,8,245,245,71,47,2500,22,1.6,1023,-4.3,0,0.6
8626,2014,2,23,9,249,249,80,51,2500,19,1.7,1023,-4.2,0,1
8627,2014,2,23,10,251,251,82,55,2700,14,2.3,1022.7,-4,0,1.4
8628,2014,2,23,11,255,255,90,56,2700,15,2.4,1021.9,-4.1,0,0.9
8629,2014,2,23,12,266,266,97,57,2800,16,2.7,1020.9,-4.1,0,0.9
8630,2014,2,23,13,275,275,134,73,3600,11,2.9,1020.5,-3.9,0,1.1
8631,2014,2,23,14,251,255,141,77,3700,12,3.1,1020.2,-3.9,0,1
8632,2014,2,23,15,260,271,137,77,3700,14,3.1,1020.1,-3.9,0,1
8633,2014,2,23,16,265,278,134,81,3700,11,2.8,1020.1,-3.8,0,1.3
8634,2014,2,23,17,274,291,134,93,4000,4,2.7,1020,-3.6,0,0.7
8635,2014,2,23,18,287,305,124,98,4000,1,2.6,1020.7,-3.7,0,0.9
8636,2014,2,23,19,308,334,112,97,4400,2,2.5,1020.7,-3.6,0,1.1
8637,2014,2,23,20,342,342,103,94,4300,1,2.4,1020.7,-3.7,0,1.2
8638,2014,2,23,21,313,313,98,93,4300,1,2.4,1020.9,-3.7,0,0.6
8639,2014,2,23,22,336,336,84,86,4400,1,2.3,1020.7,-3.6,0,1.4
8640,2014,2,23,23,338,338,104,92,4400,1,2,1020.3,-3.7,0,0.8
8641,2014,2,24,0,332,332,92,88,4400,1,1.8,1020.1,-3.7,0,0.6
8642,2014,2,24,1,338,338,83,84,4800,2,1.4,1019.7,-3.7,0,0.6
8643,2014,2,24,2,350,350,79,84,4900,2,0.7,1019.4,-3.8,0,1.6
8644,2014,2,24,3,336,336,73,83,4500,1,0.8,1018.8,-3.7,0,0.6
8645,2014,2,24,4,306,306,67,80,4200,1,0.6,1018.6,-3.7,0,1
8646,2014,2,24,5,295,295,58,78,3900,1,0.7,1018.6,-3.6,0,0.9
8647,2014,2,24,6,285,285,50,73,3800,1,0.7,1019,-3.6,0,1
8648,2014,2,24,7,274,274,50,70,3700,1,1.3,1019.7,-3.4,0,1.3
8649,2014,2,24,8,279,279,55,68,3800,1,2.1,1019.9,-3.4,0,0.9
8650,2014,2,24,9,291,291,57,65,NA,1,3.1,1019.3,-3.5,0,1.1
8651,2014,2,24,10,273,273,100,58,3300,10,4.1,1018.8,-3.4,0,1.1
8652,2014,2,24,11,228,228,96,42,2900,27,5.4,1018.2,-3.2,0,1.5
8653,2014,2,24,12,243,243,92,52,3200,31,6.1,1017.4,-3.3,0,1.9
8654,2014,2,24,13,249,249,88,55,3000,42,6.9,1016.5,-3.1,0,2.4
8655,2014,2,24,14,240,288,96,78,3400,32,7.1,1016,-2.6,0,1
8656,2014,2,24,15,284,284,88,69,3100,48,7.1,1015.8,-2.6,0,1.1
8657,2014,2,24,16,295,295,83,72,3100,49,6.6,1015.6,-2.8,0,1.5
8658,2014,2,24,17,314,314,82,78,3200,45,5.9,1016.1,-2.7,0,1.4
8659,2014,2,24,18,322,322,74,81,3400,36,4.7,1016.9,-2.9,0,0.9
8660,2014,2,24,19,326,303,55,85,3600,NA,3.3,1017.5,-3.1,0,0.3
8661,2014,2,24,20,335,335,51,82,3700,17,2.7,1017.9,-3,0,1
8662,2014,2,24,21,NA,NA,NA,NA,NA,NA,1.8,1018,-3.3,0,0.7
8663,2014,2,24,22,NA,NA,NA,NA,NA,NA,1.1,1018.1,-3.6,0,0.5
8664,2014,2,24,23,344,280,41,73,3500,11,0.8,1018.1,-3.7,0,1.4
8665,2014,2,25,0,368,368,40,76,4000,10,0.3,1018.2,-3.6,0,1.4
8666,2014,2,25,1,368,368,42,76,4700,7,0,1018.2,-3.7,0,0.8
8667,2014,2,25,2,392,392,42,76,4700,7,-0.3,1018,-3.8,0,0.8
8668,2014,2,25,3,339,339,33,84,3400,1,-0.4,1017.6,-3.9,0,0.9
8669,2014,2,25,4,340,340,32,87,4000,2,0,1017.5,-3.6,0,0.7
8670,2014,2,25,5,342,342,34,NA,4200,1,0,1017.6,-3.6,0,0.4
8671,2014,2,25,6,346,346,36,81,3900,1,0.4,1017.8,-3.3,0,1.5
8672,2014,2,25,7,346,346,36,87,3900,1,1.3,1018.2,-3,0,0.3
8673,2014,2,25,8,336,336,35,87,3700,1,2.5,1018.3,-2.6,0,0.6
8674,2014,2,25,9,334,334,34,81,3600,2,3.5,1018.1,-2.5,0,0.6
8675,2014,2,25,10,345,350,45,86,3700,7,5,1017.9,-2.4,0,1.1
8676,2014,2,25,11,429,429,77,105,4400,11,6.3,1017.3,-2.3,0,1.1
8677,2014,2,25,12,416,416,90,107,4100,20,7.3,1015.9,-2.5,0,1.2
8678,2014,2,25,13,416,416,90,107,4100,NA,7.7,1014.9,-2.4,0,1.4
8679,2014,2,25,14,NA,NA,NA,NA,NA,NA,8,1014.6,-2.4,0,1.9
8680,2014,2,25,15,NA,NA,NA,NA,NA,NA,7.9,1014.4,-2.5,0,1.6
8681,2014,2,25,16,NA,NA,NA,NA,NA,NA,7.6,1014.7,-2.4,0,1.6
8682,2014,2,25,17,NA,NA,NA,NA,NA,NA,7,1015.3,-2.5,0,1.1
8683,2014,2,25,18,NA,NA,NA,NA,NA,NA,5.7,1015.9,-2.4,0,1
8684,2014,2,25,19,NA,NA,NA,NA,NA,NA,4.6,1016.2,-2.5,0,0.6
8685,2014,2,25,20,NA,NA,NA,NA,NA,NA,3.5,1016.6,-2.9,0,1.6
8686,2014,2,25,21,417,351,50,64,3500,NA,2.6,1016.7,-3.1,0,1.1
8687,2014,2,25,22,417,351,50,64,3500,30,2.7,1016.4,-2.8,0,1.8
8688,2014,2,25,23,448,371,50,69,4200,27,2.5,1016.1,-2.6,0,1.8
8689,2014,2,26,0,NA,NA,NA,NA,NA,NA,2,1015.9,-2.9,0,1
8690,2014,2,26,1,NA,NA,NA,NA,NA,NA,0.9,1015.8,-3.2,0,0.9
8691,2014,2,26,2,NA,NA,NA,NA,NA,NA,0.5,1015.3,-3.2,0,1.5
8692,2014,2,26,3,NA,NA,NA,NA,NA,NA,1,1014.5,-2.6,0,0.8
8693,2014,2,26,4,NA,NA,NA,NA,NA,NA,1.1,1014.1,-2.7,0,0.8
8694,2014,2,26,5,NA,NA,NA,NA,NA,NA,1.1,1013.7,-2.3,0,0.5
8695,2014,2,26,6,NA,NA,NA,NA,NA,NA,1.7,1013.8,-1.7,0,2
8696,2014,2,26,7,NA,NA,NA,NA,NA,NA,3,1014.1,-0.6,0,0.6
8697,2014,2,26,8,NA,NA,NA,NA,NA,NA,4,1014.1,-0.2,0,0.4
8698,2014,2,26,9,NA,NA,NA,NA,NA,NA,4.9,1013.3,-0.5,0,0.9
8699,2014,2,26,10,NA,NA,NA,NA,NA,NA,6.1,1012.9,0,0,1
8700,2014,2,26,11,NA,NA,NA,NA,NA,NA,6.9,1012.4,0.6,0,1.3
8701,2014,2,26,12,NA,NA,NA,NA,NA,NA,7.8,1011.9,1,0,1.3
8702,2014,2,26,13,548,487,120,124,4800,12,9.2,1011,1.1,0,1.2
8703,2014,2,26,14,NA,NA,NA,NA,NA,NA,9.7,1010.9,0.6,0,2.1
8704,2014,2,26,15,471,378,129,85,3800,49,9.3,1011.2,0.7,0,3.6
8705,2014,2,26,16,350,267,NA,NA,NA,NA,8.8,1012.7,1.5,0,3.9
8706,2014,2,26,17,249,166,60,49,2000,41,7.6,1013.6,2.9,0.1,1
8707,2014,2,26,18,135,57,31,31,1100,40,7.3,1014,2.8,0,1.2
8708,2014,2,26,19,52,5,21,23,600,36,7.1,1014.6,1.4,0,1.4
8709,2014,2,26,20,47,5,22,21,500,36,6.9,1015.1,1,0,1.5
8710,2014,2,26,21,32,5,22,13,400,49,6.5,1015.6,-0.3,0,2.4
8711,2014,2,26,22,3,5,22,13,400,50,6.7,1016.3,-6,0,3.6
8712,2014,2,26,23,3,5,22,13,400,54,6.1,1016.9,-9.8,0,5.1
8713,2014,2,27,0,25,5,10,7,200,68,4.7,1017.7,-10.6,0,2.1
8714,2014,2,27,1,13,5,4,3,100,74,3.4,1018.4,-11,0,1.7
8715,2014,2,27,2,9,5,2,2,100,77,1.8,1018.5,-11.4,0,1
8716,2014,2,27,3,10,5,3,5,100,72,2.1,1018.8,-12.5,0,1.8
8717,2014,2,27,4,14,5,5,6,200,69,2.3,1019.2,-14,0,2.9
8718,2014,2,27,5,7,5,4,5,100,70,1.5,1019.9,-14.6,0,3.8
8719,2014,2,27,6,8,5,2,2,100,77,0.5,1021.1,-14.7,0,2.6
8720,2014,2,27,7,8,5,2,2,100,78,2,1022.7,-14.6,0,2.6
8721,2014,2,27,8,5,5,2,3,100,78,3.1,1023.3,-14.6,0,3.1
8722,2014,2,27,9,10,5,2,3,100,77,4.3,1023.2,-14.5,0,3.4
8723,2014,2,27,10,3,5,2,2,100,78,4.9,1022.7,-15.7,0,3.5
8724,2014,2,27,11,7,5,2,2,100,80,6.2,1022.1,-15.2,0,3.2
8725,2014,2,27,12,4,5,2,2,100,82,7,1020.7,-15.8,0,1
8726,2014,2,27,13,7,5,2,2,100,83,7.7,1019.6,-14.5,0,3.4
